temperature_c,humidity_pct,wind_speed_ms,precipitation_mm,pressure_hpa,cloud_cover_pct,risk_level
23.96056983613479,59.33949472560879,11.275843756253858,4.707464766835371,1017.5952168231637,59.5097468453076,0
16.340828385945784,49.926994792488074,6.235855192460792,4.522791627364678,996.532697626313,57.518447168509546,0
25.77226245720831,56.55250085092676,0.526046915601853,3.660495944677846,1019.6249376733161,26.550632141998914,0
36.2763582768963,74.29463455035399,3.225005080800184,4.717966789144689,1028.337842233991,0.0,1
15.190159503319968,85.55713310061029,8.057120794689887,18.097816118629034,1010.8417097567323,55.03480716362219,0
15.190356516609834,71.40974661727147,16.910786270289556,12.273379868411794,1018.097750815284,60.420775916814094,1
36.9505537860887,62.034464169435395,3.0958822608223295,6.873999362889208,1033.9787119387727,26.421371933416154,1
27.209216749834905,89.96023540608854,10.828724661164394,10.649900490944653,1006.9227218779558,12.337484621926102,0
12.366307368780575,53.743270538969554,4.03166129593944,10.537194476896367,1018.403974964405,5.430454635241105,0
24.510720523031576,80.61838676733814,6.662812535316815,19.147915926323154,1004.4528169749549,55.86724970879554,0
12.438987686250453,54.238744032974424,15.092380495581555,6.357236513026697,1004.0434055139588,52.86664577502232,1
12.411242957156919,68.62045916021786,10.585755488522599,9.357468653387562,1018.1283989220918,91.8094711826813,1
20.903547258792408,57.72874870419097,1.4477956364457416,13.510860370833274,1016.6205435096994,21.80949289682695,0
-4.959362935893573,58.882956346943786,2.5651498571304545,4.669227607200406,1021.3260475929154,39.92227530687659,0
-2.699013990156395,52.4522696507558,13.537328066648152,20.234919033513954,1014.1423812443668,50.60202073228639,0
11.252549649108328,86.89708062361389,6.851268255770972,13.06425203786846,1019.9771422594873,30.75493225671897,0
5.846026555986914,45.3414792378293,0.8930407176951807,3.6311593789197576,1037.9827845810705,79.36555688351925,0
21.770967991143287,45.195354949025834,1.0862853301576747,24.801600686133103,1028.8986560795836,93.33511329099895,1
7.103711093745469,100.0,10.22096113626703,17.689908411863186,1018.0757254811673,11.305152011701963,0
1.052355583976503,79.55695129308663,11.966461687305781,11.951620760686637,1020.5736049750501,33.96708868563044,0
35.587785227058646,12.297726026139273,6.107131808893047,1.330376863509085,1008.5164697974369,96.35942367439459,1
15.290684394161572,48.69482521579193,20.85188280561661,5.379906668821862,1010.612163632931,61.31073890658701,1
18.810338456255085,23.760213248758916,10.944914180733832,8.894608216182062,1020.386913960072,54.10241299356766,0
0.9030217654385169,40.98618613169489,4.539113582202598,9.395247168531656,1014.3147533707379,61.94341281121469,0
11.467407305697808,0.0,1.1057637114039345,8.381605115518447,1024.8952801434727,72.95613050344551,1
19.33107107651839,57.260208446121155,0.15069417216575154,2.7663505569484634,1032.0060950516904,63.620732886678724,0
4.188077070932366,37.16116361677377,8.012527922882217,6.59951216715469,1011.4735105850935,57.475825439966286,0
22.508376220148065,61.19810513592877,3.067337730519559,7.1160973360088695,982.8617519132449,50.33512682756454,0
10.79233572097434,27.497574822349506,16.042462523900547,1.050702961077937,1043.5128338868592,97.18785074222725,1
14.499675002480679,61.6582370634408,14.797870817507157,11.888235455479421,1003.2125835039312,40.68005796255546,0
10.779520653247237,51.701674437593454,9.798399284983363,21.730624603530657,1015.9274255464802,50.04329561607095,0
40.22733821410725,90.03905930377192,1.0739770377413738,7.498078080390135,1023.9123843009046,100.0,1
17.838033303144794,88.2271372349125,1.9666867646855701,12.03936436910322,1034.1346030826462,61.40042801092328,0
5.307468852529196,75.70691206020567,13.534065154446605,3.696738774982692,1040.090513128552,47.66949908814222,0
